web_scraper_order,web_scraper_start_url,categories,categories_href,category_name,category_description,category_emoji_list,category_emoji_list_href,emoji,emoji_name,emoji_description
"1573456489-9194","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Flag: Scotland","https://emojipedia.org/flag-for-scotland/","🏴󠁧󠁢󠁳󠁣󠁴󠁿","󠁧󠁢󠁳󠁣󠁴󠁿 Flag: Scotland","The flag for Scotland, a country in the United Kingdom. May show as the letters gbsct.
The Flag: Scotland emoji is a sequence of the 🏴 Waving Black Flag, 󠁧 Tag Latin Small Letter G, 󠁢 Tag Latin Small Letter B, 󠁳 Tag Latin Small Letter S, 󠁣 Tag Latin Small Letter C, 󠁴 Tag Latin Small Letter T and 󠁿 Cancel Tag emojis.
These display as a single emoji on supported platforms.

Flag: Scotland was added to Emoji 5.0 in 2017."
"1573457614-9590","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","🕎 Menorah","https://emojipedia.org/menorah-with-nine-branches/","🕎","Menorah","A menorah showing nine lit candles, used on the Jewish holiday of Hanukkah.

Menorah was approved as part of Unicode 8.0 in 2015
under the name “Menorah With Nine Branches”
and added to Emoji 1.0 in 2015."
"1573458235-9872","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🖼 Framed Picture","https://emojipedia.org/frame-with-picture/","🖼️","️ Framed Picture","A framed picture of a painting or photograph, as displayed in a gallery or on a household wall. Vendors feature various scenes, though generally a lush, sunny landscape of hills and mountains, in a gold frame.
Commonly used for various content concerning art, museums, and interior design and decor. May also be used as an icon for a picture, as before an upload, link, or credit.
Microsoft’s design shows Ninja Cat, though it previously featured the Mona Lisa, as did Samsung. Google's design displays the scene depicted in its 🏞️ National Park.

Framed Picture was approved as part of Unicode 7.0 in 2014
under the name “Frame With Picture”
and added to Emoji 1.0 in 2015."
"1573458984-10233","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔
Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍊 Tangerine","https://emojipedia.org/tangerine/","🍊","Tangerine","An orange-colored citrus fruit with a green leaf or leaves and stem. Officially depicting a tangerine, a type of mandarin (mikan in Japan). Often used as a garden-variety orange. Either way, a good source of vitamin C.

Tangerine was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459866-10659","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🙏 Folded Hands","https://emojipedia.org/person-with-folded-hands/","🙏","Folded Hands","Two hands placed firmly together, meaning please or thank you in Japanese culture. A common alternative use for this emoji is for prayer, using the same gesture as praying hands. Rarely: a high-five.
A previous version of this emoji displayed a yellow burst of light behind the two hands on iOS. Android once showed a blob-character with closed eyes and folded hands.

 Folded Hands was approved as part of Unicode 6.0 in 2010
under the name “Person With Folded Hands”
and added to Emoji 1.0 in 2015."
"1573457219-9500","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","🆘 SOS Button","https://emojipedia.org/squared-sos/","🆘","SOS Button","SOS is the description for the distress signal in Morse Code. This emoji means SOS or “emergency”.

SOS Button was approved as part of Unicode 6.0 in 2010
under the name “Squared SOS”
and added to Emoji 1.0 in 2015."
"1573459477-10470","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👨‍👨‍👧‍👧 Family: Man, Man, Girl, Girl","https://emojipedia.org/family-man-man-girl-girl/","👨‍👨‍👧‍👧","‍👨‍👧‍👧 Family: Man, Man, Girl, Girl","A family with two fathers, and two daughters.
The Family: Man, Man, Girl, Girl emoji is a sequence of the 👨 Man, 👨 Man, 👧 Girl and 👧 Girl emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Family: Man, Man, Girl, Girl was added to Emoji 2.0 in 2015."
"1573458754-10122","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🏌️‍♀️ Woman Golfing","https://emojipedia.org/woman-golfing/","🏌️‍♀️","️‍♀️ Woman Golfing","The female version of the 🏌 Golfer emoji.
The Woman Golfing emoji is a sequence of the 🏌 Golfer and ♀ Female Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Woman Golfing was added to Emoji 4.0 in 2016."
"1573457228-9504","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","🆖 NG Button","https://emojipedia.org/squared-ng/","🆖","NG Button","The letters NG, shown enclosed in a square, which are an acronym for the words No Good.
The origin of NG refers to bloopers shown during or after the credits of a live television show in Japan (known as NGs), but can be used in any field as a form of shorthand for no good.

NG Button was approved as part of Unicode 6.0 in 2010
under the name “Squared NG”
and added to Emoji 1.0 in 2015."
"1573457287-9533","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","® Registered","https://emojipedia.org/registered-sign/","®️","Registered","Registered was approved as part of Unicode 1.1 in 1993
under the name “Registered Sign”
and added to Emoji 1.0 in 2015."
"1573457601-9584","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","♌ Leo","https://emojipedia.org/leo/","♌","Leo","The Leo astrological sign in the Zodiac. This Zodiac Symbol represents a Lion.

Leo was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015."
"1573458351-9927","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🛫 Airplane Departure","https://emojipedia.org/airplane-departure/","🛫","Airplane Departure","A plane taking off from a runway. Generally displayed left-right, with the front of the plane elevated.

Airplane Departure was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573456568-9227","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇹🇰 Flag: Tokelau","https://emojipedia.org/flag-for-tokelau/","🇹🇰","🇰 Flag: Tokelau","The flag for Tokelau, which may show as the letters TK on some platforms.
The Flag: Tokelau emoji is a sequence of the 🇹 Regional Indicator Symbol Letter T and 🇰 Regional Indicator Symbol Letter K emojis.
These display as a single emoji on supported platforms.

Flag: Tokelau was added to Emoji 1.0 in 2015."
"1573460149-10794","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😆 Grinning Squinting Face","https://emojipedia.org/smiling-face-with-open-mouth-and-tightly-closed-eyes/","😆","Grinning Squinting Face","A yellow face with a broad, open smile and scrunched, X-shaped eyes. Often conveys excitement or hearty laughter.
Similar to 😀 Grinning Face but with eyes that might say Squee! or Awesome! An emoji form of the >< or xD emoticons.

Grinning Squinting Face was approved as part of Unicode 6.0 in 2010
under the name “Smiling Face With Open Mouth and Tightly-Closed Eyes”
 and added to Emoji 1.0 in 2015."
"1573457736-9631","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","⛔ No Entry","https://emojipedia.org/no-entry/","⛔","No Entry","No Entry was approved as part of Unicode 5.2 in 2009
and added to Emoji 1.0 in 2015."
"1573458085-9799","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📦 Package","https://emojipedia.org/package/","📦","Package","A package (parcel), as contains items ordered online. Depicted at various angles as a light-brown, cardboard box, with a shipping label and its top taped shut.
Commonly used for content concerning shipping, delivery, and moving as well as for boxes more generally.
Apple’s design features an image of a wine glass, indicating fragile contents, and “this way up” orientation arrows. It was briefly identical to its 🎁 Wrapped Gift.

Package was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459376-10421","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🎩 Top Hat","https://emojipedia.org/top-hat/","🎩","Top Hat","A top hat, worn in traditional British weddings and other formal occasions. This is also a popular playing piece in the game of Monopoly.

Top Hat was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573457690-9609","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","⤴ Right Arrow Curving Up","https://emojipedia.org/arrow-pointing-rightwards-then-curving-upwards/","⤴️","Right Arrow Curving Up","A curved arrow pointing up.

Right Arrow Curving Up was approved as part of Unicode 3.2 in 2002
under the name “Arrow Pointing Rightwards Then Curving Upwards”
and added to Emoji 1.0 in 2015."
"1573457912-9715","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","⚱ Funeral Urn","https://emojipedia.org/funeral-urn/","⚱️","Funeral Urn","An urn, as used to hold the cremated ashes of the dead. Appearance varies, but generally depicted as a covered, bronze container with a rounded body and tapered foot.
May be used for various content concerning death and funerals. May also be used for other types of vessels, such as pots or vases.
Not to be confused with 🏺 Amphora.

Funeral Urn was approved as part of Unicode 4.1 in 2005
and added to Emoji 1.0 in 2015."
"1573458666-10079","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🎫 Ticket","https://emojipedia.org/ticket/","🎫","Ticket","A paper ticket, which may be for a theatre show, sporting event, or other ticketed performance. Shown in blue, yellow or grey on most platforms.

Ticket was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573460136-10788","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😉 Winking Face","https://emojipedia.org/winking-face/","😉","Winking Face","A yellow face with a slight smile shown winking, usually its left eye. May signal a joke, flirtation, hidden meaning, or general positivity. Tone varies, including playful, affectionate, suggestive, or ironic.
Not to be confused with the more mischievous or sexual 😏 Smirking Face. An emoji form of the ;) emoticon.

Winking Face was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573457304-9541","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","❇ Sparkle","https://emojipedia.org/sparkle/","❇️","Sparkle","Used a decorative bullet-point, the sparkle has both a ❇︎ text and ❇️ emoji presentation available on most platforms.

Sparkle was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015."
"1573457927-9722","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🧺 Basket","https://emojipedia.org/basket/","🧺","Basket","A basket, as used for storing or carrying such things as food or clothes. Appearance widely varies across platforms but generally depicted as woven from wicker with one or more handles. Commonly used to represent doing laundry or having a picnic.
Microsoft’s design suggests a laundry basket holding a blue garment or cloth. Apple and WhatsApp’s designs, featuring a white cloth, suggest a bread or picnic basket. Samsung’s design displays green fabric, as knitted from yarn.
Not to be confused with 🗑️ Wastebasket.

Basket was approved as part of Unicode 11.0 in 2018
and added to Emoji 11.0 in 2018.
"
"1573460071-10757","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😌 Relieved Face","https://emojipedia.org/relieved-face/","😌","Relieved Face","A yellow face with soft, closed eyes, raised eyebrows, and a slight smile. Facebook’s design features a slightly open mouth, as if sighing.
Conveys various pleasant feelings, including contentment, calm, peace, and relief. May also convey feelings of happiness or good-natured humor more generally.
Google and Microsoft previously included sweat beads. Not to be confused with 😔 Pensive Face, which has similarly shaped eyes but in a sadder expression.

Relieved Face was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573456826-9347","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇮🇩 Flag: Indonesia","https://emojipedia.org/flag-for-indonesia/","🇮🇩","🇩 Flag: Indonesia","The flag for Indonesia, which may show as the letters ID on some platforms.
The Flag: Indonesia emoji is a sequence of the 🇮 Regional Indicator Symbol Letter I and 🇩 Regional Indicator Symbol Letter D emojis.
These display as a single emoji on supported platforms.

Flag: Indonesia was added to Emoji 1.0 in 2015."
"1573456617-9250","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇸🇬 Flag: Singapore","https://emojipedia.org/flag-for-singapore/","🇸🇬","🇬 Flag: Singapore","The flag for Singapore, which may show as the letters SG on some platforms.
The Flag: Singapore emoji is a sequence of the 🇸 Regional Indicator Symbol Letter S and 🇬 Regional Indicator Symbol Letter G emojis.
These display as a single emoji on supported platforms.

Flag: Singapore was added to Emoji 1.0 in 2015."
"1573457331-9554","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","☑ Check Box With Check","https://emojipedia.org/ballot-box-with-check/","☑️","Check Box With Check","A checkbox showing a check mark inside the box. Not to be confused with the similarly named Ballot Box With Ballot emoji.
This emoji is not supported in Twitter names, possibly in an attempt to minimize confusion with a verified checkmark.

Check Box With Check was approved as part of Unicode 1.1 in 1993
under the name “Ballot Box With Check”
and added to Emoji 1.0 in 2015."
"1573458604-10049","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🛷 Sled","https://emojipedia.org/sled/","🛷","Sled","A sled, otherwise known as a toboggan or sledge.

Sled was approved as part of Unicode 10.0 in 2017
and added to Emoji 5.0 in 2017."
"1573456867-9367","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇬🇭 Flag: Ghana","https://emojipedia.org/flag-for-ghana/","🇬🇭","🇭 Flag: Ghana","The flag for Ghana, which may show as the letters GH on some platforms.
The Flag: Ghana emoji is a sequence of the 🇬 Regional Indicator Symbol Letter G and 🇭 Regional Indicator Symbol Letter H emojis.
These display as a single emoji on supported platforms.

Flag: Ghana was added to Emoji 1.0 in 2015."
"1573457150-9481","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","🔴 Red Circle","https://emojipedia.org/large-red-circle/","🔴","Red Circle","Red Circle was approved as part of Unicode 6.0 in 2010
under the name “Large Red Circle”
and added to Emoji 1.0 in 2015."
"1573457145-9479","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","⚫ Black Circle","https://emojipedia.org/medium-black-circle/","⚫","Black Circle","Black Circle was approved as part of Unicode 4.1 in 2005
under the name “Medium Black Circle”
and added to Emoji 1.0 in 2015."
"1573457688-9608","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","⤵ Right Arrow Curving Down","https://emojipedia.org/arrow-pointing-rightwards-then-curving-downwards/","⤵️","Right Arrow Curving Down","A curved arrow pointing down.

Right Arrow Curving Down was approved as part of Unicode 3.2 in 2002
under the name “Arrow Pointing Rightwards Then Curving Downwards”
and added to Emoji 1.0 in 2015."
"1573459289-10380","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🐽 Pig Nose","https://emojipedia.org/pig-nose/","🐽","Pig Nose","The snout of a pig. Depicted as a pink oval or slightly pear-shaped nose with two black nostrils.
See also 🐖 Pig and 🐷 Pig Face.
Previously displayed as a cute pig character on Google Gmail.

Pig Nose was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573457370-9572","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","⏫ Fast Up Button","https://emojipedia.org/black-up-pointing-double-triangle/","⏫","Fast Up Button","Two triangles pointing up. Similar to rewind icon, rotated 90° clockwise.

Fast Up Button was approved as part of Unicode 6.0 in 2010
under the name “Black Up-Pointing Double Triangle”
and added to Emoji 1.0 in 2015."
"1573456978-9401","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇨🇷 Flag: Costa Rica","https://emojipedia.org/flag-for-costa-rica/","🇨🇷","🇷 Flag: Costa Rica","The flag for Costa Rica, which may show as the letters CR on some platforms.
The Flag: Costa Rica emoji is a sequence of the 🇨 Regional Indicator Symbol Letter C and 🇷 Regional Indicator Symbol Letter R emojis.
These display as a single emoji on supported platforms.

Flag: Costa Rica was added to Emoji 1.0 in 2015."
"1573457152-9482","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","🈵 Japanese “No Vacancy” Button","https://emojipedia.org/squared-cjk-unified-ideograph-6e80/","🈵","Japanese “No Vacancy” Button","This emoji means “full” in Japanese, usually used to denote “full capacity” such as a gas/petrol tank on a car or pre-paid phone card.
CJK Ideographs are characters used in Chinese, Japanese and Korean languages. Their writing systems all completely or partly use Chinese characters.

Japanese “No Vacancy” Button was approved as part of Unicode 6.0 in 2010
under the name “Squared CJK Unified Ideograph-6e80”
and added to Emoji 1.0 in 2015."
"1573460034-10740","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🥳 Partying Face","https://emojipedia.org/face-with-party-horn-and-party-hat/","🥳","Partying Face","A yellow face with a party hat blowing a party horn as confetti floats around its head. Used for celebrating joyous occasions (such as New Year's Eve or World Emoji Day) and enjoying good times more generally.
Apple’s design features the same expression as its 😚 Kissing Face With Closed Eyes.

Partying Face was approved as part of Unicode 11.0 in 2018
under the name “Face With Party Horn and Party Hat”
and added to Emoji 11.0 in 2018."
"1573458180-9845","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📀 DVD","https://emojipedia.org/dvd/","📀","DVD","A digital versatile disc (DVD), a type of optical disc used to play movies before the rise of streaming technology. Generally depicted in gold, though Facebook’s is bluish gray, as a Blu-ray.
Commonly used to represent CDs, DVDs, Blu-rays, and related film and music content, especially albums.
Google, Microsoft, Samsung, and Softbank’s designs were once labelled DVD, as to distinguish it from 💿 Optical Disk.
See also 💿 Optical Disc and 💽 Computer Disk.

 DVD was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458519-10009","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🏢 Office Building","https://emojipedia.org/office-building/","🏢","Office Building","A generic, high-rise office building. Generally found in cities, and most active during business hours.
The office building shown in Twemoji 2.0 is of Twitter HQ in San Fransisco.

Office Building was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458915-10199","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔
Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍗 Poultry Leg","https://emojipedia.org/poultry-leg/","🍗","Poultry Leg","A crispy brown leg (drumstick) of chicken, duck, turkey, or other poultry on the bone, as roasted at Thanksgiving or Christmas dinner or fried at fast-food restaurants.

Poultry Leg was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573457793-9658","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","♦ Diamond Suit","https://emojipedia.org/black-diamond-suit/","♦️","Diamond Suit","A diamond symbol emoji, which is used in card games for the diamonds suit.
See the glossary for information on the term black in unicode character names.

Diamond Suit was approved as part of Unicode 1.1 in 1993
under the name “Black Diamond Suit”
and added to Emoji 1.0 in 2015."
"1573459934-10692","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😽 Kissing Cat","https://emojipedia.org/kissing-cat-face-with-closed-eyes/","😽","Kissing Cat","A cartoon cat variant of 😚 Kissing Face With Closed Eyes. Depicted as yellow on major platforms.

Kissing Cat was approved as part of Unicode 6.0 in 2010
under the name “Kissing Cat Face With Closed Eyes”
and added to Emoji 1.0 in 2015."
"1573456762-9318","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇱🇰 Flag: Sri Lanka","https://emojipedia.org/flag-for-sri-lanka/","🇱🇰","🇰 Flag: Sri Lanka","The flag for Sri Lanka, which may show as the letters LK on some platforms.
The Flag: Sri Lanka emoji is a sequence of the 🇱 Regional Indicator Symbol Letter L and 🇰 Regional Indicator Symbol Letter K emojis.
These display as a single emoji on supported platforms.

Flag: Sri Lanka was added to Emoji 1.0 in 2015."
"1573460073-10758","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤥 Lying Face","https://emojipedia.org/lying-face/","🤥","Lying Face","A yellow face with raised eyebrows, enlarged eyes, slight frown, and long nose, indicating it’s telling a lie in the manner of Pinocchio. Like that character, Facebook's design features a wooden nose. 
May represent lying, a liar, and other concepts of deceit and dishonesty to varying degrees of intensity. Sometimes used to convey disbelief (e.g., You must be kidding) or feeling abashed (e.g., as if caught in the act of lying).

Lying Face was approved as part of Unicode 9.0 in 2016
and added to Emoji 3.0 in 2016."
"1573456549-9219","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇹🇼 Flag: Taiwan","https://emojipedia.org/flag-for-taiwan/","🇹🇼","🇼 Flag: Taiwan","The flag for Taiwan (officially Republic of China), which may show as the letters TW on some platforms.
This Taiwanese flag is hidden from the emoji keyboard on iOS devices when the region is set to China mainland or (as of iOS 13.1.2) Hong Kong or Macau.
Chinese-model iPhones will not display this emoji and will instead show a missing character tofu (☒) in place of the flag, as will iOS devices with region set to China mainland. Hong Kong and Macua only hide this emoji from the emoji keyboard.
The Flag: Taiwan emoji is a sequence of the 🇹 Regional Indicator Symbol Letter T and 🇼 Regional Indicator Symbol Letter W emojis.
These display as a single emoji on supported platforms.

Flag: Taiwan was added to Emoji 1.0 in 2015."
"1573457658-9594","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","✝ Latin Cross","https://emojipedia.org/latin-cross/","✝️","Latin Cross","A latin cross, otherwise known as a Christian cross. This cross symbol is often used as a symbol of Christianity. Similar in appearance to the Orthodox cross.

Latin Cross was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015."
"1573459487-10475","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👨‍👩‍👧‍👧 Family: Man, Woman, Girl, Girl","https://emojipedia.org/family-man-woman-girl-girl/","👨‍👩‍👧‍👧","‍👩‍👧‍👧 Family: Man, Woman, Girl, Girl","A family with a father, mother, and two daughters.
The Family: Man, Woman, Girl, Girl emoji is a sequence of the 👨 Man, 👩 Woman, 👧 Girl and 👧 Girl emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Family: Man, Woman, Girl, Girl was added to Emoji 2.0 in 2015.
 


Copy and paste this emoji:

Copy"
"1573460015-10731","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😯 Hushed Face","https://emojipedia.org/hushed-face/","😯","Hushed Face","A yellow face with small, open eyes, raised eyebrows, and a small, open mouth, as if it has been hushed by concern or correction. Meaning widely varies, but its expression is commonly taken as surprise, embarrassment, or mild excitement.
Similar to 😲 Astonished Face, which features larger eyes and mouth. Google previously interpreted hushed as ""silenced,"" depicting the emoji with a zipper mouth until Android 6.0.1.

Hushed Face was approved as part of Unicode 6.1 in 2012
and added to Emoji 1.0 in 2015."
"1573456997-9410","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇨🇬 Flag: Congo - Brazzaville","https://emojipedia.org/flag-for-congo-brazzaville/","🇨🇬","🇬 Flag: Congo - Brazzaville","The Flag: Congo - Brazzaville emoji is a sequence of the 🇨 Regional Indicator Symbol Letter C and 🇬 Regional Indicator Symbol Letter G emojis.
These display as a single emoji on supported platforms.

Flag: Congo - Brazzaville was added to Emoji 1.0 in 2015."
